question,option_a,option_b,option_c,option_d,correct_answer,explanation,remark
डिसलेक्सिया एक ____ की अक्षमता है।,पढ़ने,लिखने,पढ़ने व लिखने,गणित में कठिनाई,A,"सही उत्तर (A) है। CG TET 2016 में डिस्लेक्सिया को मुख्यतः पठन-अक्षमता माना गया—अक्षर पहचान, शब्द-विश्लेषण, धाराप्रवाह पढ़ना। (B) लिखना डिसग्राफिया है। (C) दोनों मिलाना आम भ्रम है; लिखने की समस्या अलग वर्गीकरण में आती है। (D) गणित डिसकैलकुलिया है। पहचान: अक्षर उल्टे दिखना, saw/was भ्रम, धीमी पठन गति—बुद्धि कम होना आवश्यक नहीं।",मिश्रित मॉक | विषय 4 - CWSN व समावेशी शिक्षा | Previous Year - CG TET 2016 Paper 1
ADHD का पूरा नाम है,All Delayed Handwriting Disorder,Automatic Dyslexia Hyper Disease,Advanced Development Hearing Disorder,Attention Deficit Hyperactivity Disorder,D,"ध्यान-न्यूनता अतिसक्रियता विकार: असावधानी, अतिसक्रियता, आवेग—कम से कम दो परिवेश में। अन्य विकल्प गढ़े distractor हैं। यह ‘शरारत’ या कम बुद्धि नहीं। छोटे कार्य, विराम, स्पष्ट निर्देश कक्षा-रणनीति हैं।",मिश्रित मॉक | विषय 4 - CWSN व समावेशी शिक्षा | Expected - CG TET | CDP - CWSN व समावेशी शिक्षा - ADHD नाम
"एक कार्य के दौरान मनीषा स्वयं से इस बारे में बात कर रही है कि वह किस प्रकार कार्य को आगे बढ़ा सकती है। भाषा और विचार पर लेव वायगोत्सकी के अनुसार, इस प्रकार का निजी भाषण किसका संकेत है?",स्व-नियमन,आत्म-केन्द्रिता,मनोवैज्ञानिक विकार,संज्ञानात्मक अपरिपक्वता,A,"सही उत्तर (A) है। वायगोत्सकी निजी वाणी को सोच का औजार और स्व-नियमन मानते हैं, कमी नहीं। (B) आत्मकेन्द्रित वाणी पियाजे का पद है; वे इसे अपरिपक्व सोच मानते थे। CG TET वायगोत्सकी पूछे तो स्व-नियमन चुनें। (C) विकार नहीं, सामान्य विकास है। (D) अपरिपक्वता पियाजे-दृष्टि है, वायगोत्सकी-विरोधी।",मिश्रित मॉक | विषय 3 - अधिगम व संज्ञानात्मक सिद्धांत | Previous Year - CG TET 2022 Paper 1
विशेष आवश्यकता वाले बच्चों की शिक्षा के लिए प्रावधान किया जा सकता है :,विशेष शाला के माध्यम से,एकीकृत शिक्षा द्वारा,समावेशी शिक्षा द्वारा,इनमें से कोई नहीं,C,"सही उत्तर (C) है। वर्तमान नीति समावेशी शिक्षा है—नियमित कक्षा + व्यक्तिगत सहायता, स्कूल बच्चे के अनुकूल बदले। (A) केवल विशेष शाला पृथक्करण है, अंतिम विकल्प नहीं। (B) एकीकृत शिक्षा में बच्चा स्कूल के अनुरूप ढलता है, स्कूल कम बदलता है। (D) प्रावधान हैं ही। RTE 2009 भी समावेश का समर्थन करता है।",मिश्रित मॉक | विषय 4 - CWSN व समावेशी शिक्षा | Previous Year - CG TET 2017 Paper 1
जन्मपूर्व विकास को प्रभावित करने वाला मातृ कारक है,केवल विश्वविद्यालय की फीस,केवल बच्चे की कक्षा का रंग,केवल माध्यमिक विद्यालय का समय-सारिणी,"माँ का पोषण, तनाव, रोग और हानिकारक पदार्थ",D,"गर्भाशय पहला वातावरण है। माँ का आहार, संक्रमण, मद्य/धूम्र, तनाव भ्रूण तक पहुँचते हैं। कक्षा-रंग व स्कूल बच्चे के जन्म के बाद के कारक हैं। यह दिखाता है कि ‘वातावरण’ जन्म के बाद ही शुरू नहीं होता।",मिश्रित मॉक | विषय 2 - विकास के आयाम व कारक | Expected - CG TET | CDP - विकास के आयाम व कारक - जन्मपूर्व कारक
प्रकृति व पोषण विकास को कैसे नियंत्रित करते हैं?,"जन्म तक प्रकृति ज्यादा महत्वपूर्ण होती है, उसके पश्चात् पोषण की भूमिका होती है।",पूरे मानव विकास के दौरान प्रकृति ज्यादा महत्त्वपूर्ण होती है।,प्रकृति केवल गर्भाधान व जन्मपूर्व समय में महत्त्वपूर्ण होती है।,प्रकृति व पोषण गर्भावस्था से लेकर विकास को नियंत्रित करने में अंतःक्रिया करते हैं।,D,"सही उत्तर (D) है क्योंकि आधुनिक बाल-मनोविज्ञान विकास को केवल वंशानुक्रम (प्रकृति) या केवल वातावरण (पोषण) का परिणाम नहीं मानता। दोनों गर्भावस्था से जीवनभर अंतःक्रिया करते हैं—जीन संभावना देते हैं, अनुभव उसे रूप देते हैं। (A) जन्म के बाद प्रकृति को बंद मान बैठता है, जो गलत है; आनुवंशिक प्रभाव बाद में भी दिखते हैं। (B) केवल प्रकृतिवादी अतिरेक है, शिक्षा/पोषण की उपेक्षा करता है। (C) प्रकृति को केवल गर्भ तक सीमित करता है; बुद्धि, ऊँचाई आदि पर जीन बाद में भी कार्य करते हैं। CG TET का मानक सूत्र है—Nature × Nurture।",मिश्रित मॉक | विषय 2 - विकास के आयाम व कारक | Previous Year - CG TET 2016 Paper 1
वृद्धि (Growth) और विकास (Development) में मुख्य अंतर है कि,वृद्धि और विकास दोनों केवल गुणात्मक प्रक्रियाएँ हैं,वृद्धि परिमाणात्मक होती है जबकि विकास परिमाणात्मक एवं गुणात्मक दोनों होता है,वृद्धि जीवनभर चलती है जबकि विकास परिपक्वता पर रुक जाता है,वृद्धि गुणात्मक होती है जबकि विकास केवल परिमाणात्मक होता है,B,"सही विकल्प यह है कि वृद्धि मापनीय है (ऊँचाई, वजन, आकार) अतः परिमाणात्मक; विकास संरचना, कार्य व व्यवहार में गुणात्मक सुधार भी लाता है। CG TET में यही मूल भेद बार-बार आता है। ‘वृद्धि गुणात्मक’ कहना उल्टा है। दोनों को केवल गुणात्मक मानना वृद्धि के मापनीय पक्ष को नकारता है। अंतिम विकल्प दिशा उलटी बताता है—वास्तव में वृद्धि प्रायः परिपक्वता के बाद रुकती/बहुत मंद होती है, विकास जीवनभर चलता रहता है।",मिश्रित मॉक | विषय 1 - बाल विकास की अवस्थाएँ | Expected - CG TET | CDP - बाल विकास की अवस्थाएँ - वृद्धि बनाम विकास
एक बच्ची जो कहती है कि चोरी करना गलत है क्योंकि वह पकड़ी जा सकती है। वह कोलबर्ग की ____ अवस्था में है।,सजा तथा आज्ञाकारिता (चरण-1),"व्यक्ति केंद्रित, प्रयोजन तथा विनिमय (चरण-2)",अच्छा लड़का या अच्छी लड़की (चरण-3),अधिकार तथा सामाजिक व्यवस्था बनाना (चरण-4),A,"सही उत्तर (A) है। पकड़े जाने का डर बाहरी दंड है—पूर्व-पारंपरिक स्तर का चरण-1 (Punishment-Obedience)। (B) चरण-2 लाभ-हानि/लेन-देन है, यहाँ लेन-देन नहीं दंड है। (C) दूसरों की स्वीकृति पारंपरिक स्तर है। (D) कानून-व्यवस्था चरण-4 है। CG TET उदाहरण से स्तर पहचानने को कहता है, नाम रटने भर से नहीं।",मिश्रित मॉक | विषय 3 - अधिगम व संज्ञानात्मक सिद्धांत | Previous Year - CG TET 2016 Paper 1
पावलॉव का शास्त्रीय अनुबंधन बताता है,ZPD में साथी सहायता,तटस्थ उद्दीपन बार-बार अस्वाभाविक उद्दीपन के साथ जुड़कर अनुक्रिया जगाता है,अमूर्त परिकल्पना परीक्षण,पहले स्वैच्छिक क्रिया फिर पुरस्कार,B,CS + UCS → CR। स्वैच्छिक+पुरस्कार स्किनर। ZPD वायगोत्सकी। परिकल्पना पियाजे औपचारिक। कुत्ता-घंटी TET का शास्त्रीय चित्र है।,मिश्रित मॉक | विषय 3 - अधिगम व संज्ञानात्मक सिद्धांत | Expected - CG TET | CDP - अधिगम व संज्ञानात्मक विकास - शास्त्रीय अनुबंधन
निकट-दूर का नियम (Proximodistal) शारीरिक विकास की किस दिशा को बताता है?,पैरों से सिर की ओर,विशिष्ट क्रिया से सामान्य क्रिया की ओर,सिर से पैरों की ओर,शरीर के केंद्र से परिधि की ओर,D,"Proximodistal का अर्थ है विकास धड़/मेरुदंड (केंद्र) से हाथ, फिर अंगुलियों (परिधि) की ओर। शिशु पहले बाँह हिलाता है, बाद में उंगली से वस्तु पकड़ता है। सिर-से-पैर मस्तकाधोमुखी नियम है। पैर-से-सिर उल्टी दिशा है। विकास सामान्य (पूरी बाँह) से विशिष्ट (अंगूठा-तर्जनी) की ओर जाता है, उल्टा नहीं। दोनों नियम क्रियात्मक अवस्थाओं के प्रश्न में साथ आते हैं।",मिश्रित मॉक | विषय 1 - बाल विकास की अवस्थाएँ | Expected - CG TET | CDP - बाल विकास की अवस्थाएँ - निकट-दूर नियम
पियाजे के संज्ञानात्मक विकास के चार चरणों का सही क्रम है:,"संवेदी क्रियात्मक, औपचारिक संक्रियात्मक, पूर्व संक्रियात्मक, स्थूल संक्रियात्मक।","पूर्व संक्रियात्मक, स्थूल संक्रियात्मक, संवेदी क्रियात्मक, औपचारिक संक्रियात्मक।","संवेदी क्रियात्मक, पूर्व संक्रियात्मक, स्थूल संक्रियात्मक, औपचारिक संक्रियात्मक।","पूर्व संक्रियात्मक, औपचारिक संक्रियात्मक, स्थूल संक्रियात्मक, संवेदी क्रियात्मक।",C,सही उत्तर (C) है। पियाजे क्रम: संवेदी-क्रियात्मक (0-2) → पूर्व/प्राक्-संक्रिया (2-7) → मूर्त/स्थूल संक्रिया (7-11) → औपचारिक संक्रिया (11+)। (A) औपचारिक को दूसरे स्थान पर रखता है। (B) संवेदी-क्रिया को बीच में डालता है। (D) क्रम पूरी तरह उल्टा-मिश्रित है। आयु के साथ क्रम याद रखना CG TET का मूल प्रश्न है।,मिश्रित मॉक | विषय 3 - अधिगम व संज्ञानात्मक सिद्धांत | Previous Year - CG TET 2016 Paper 1
जब एक पीपल का पौधा बढ़कर वृक्ष बनता है तब वह अधिक बड़ा पीपल बन जाता है। यह मत प्रदर्शित करता है विकास की __________ को।,विच्छिन्नता,निरंतरता,विच्छिन्नता तथा निरंतरता दोनों,"कभी विच्छिन्नता, कभी निरंतरता",B,"सही उत्तर (B) है क्योंकि पौधा धीरे-धीरे, बिना जाति बदले, बड़े वृक्ष के रूप में परिवर्तित होता है—यह विकास की निरंतरता (Continuity) दर्शाता है: परिवर्तन क्रमिक व अविरल हैं। CG TET में ऐसे उदाहरण से यह दिखाया जाता है कि विकास अचानक नहीं, सतत होता है। (A) विच्छिन्नता का अर्थ चरणबद्ध/गुणात्मक छलाँग है, जैसे अंडा से पंछी; यहाँ जाति वही रहती है। (C) दोनों एक साथ इस उदाहरण का मुख्य संदेश नहीं हैं। (D) अनियमित परिवर्तन का संकेत देता है, जबकि दी गई स्थिति क्रमबद्ध वृद्धि है।",मिश्रित मॉक | विषय 1 - बाल विकास की अवस्थाएँ | Previous Year - CG TET 2017 Paper 1
विकास का अर्थ है,परिवर्तनों की प्रगतिशील श्रृंखला।,अभिप्रेरणा के परिणामस्वरूप परिवर्तनों की प्रगतिशील श्रृंखला।,अभिप्रेरणा और अनुभव के परिणामस्वरूप परिवर्तनों की प्रगतिशील श्रृंखला।,परिपक्वता और अनुभव के परिणामस्वरूप परिवर्तनों की श्रृंखला।,D,"सही उत्तर (D) है। हरलॉक के अनुसार विकास परिपक्वता (आंतरिक जैविक तैयारी) और अनुभव (सीखना/वातावरण) के फलस्वरूप होने वाले क्रमबद्ध परिवर्तन हैं। CG TET इसी परिभाषा को मानक मानता है। (A) अधूरा है—कोई भी परिवर्तन विकास नहीं कहलाता, प्रगति व अनुकूलन वाले परिवर्तन ही विकास हैं और कारण भी बताना आवश्यक है। (B) व (C) ‘अभिप्रेरणा’ जोड़कर भ्रम पैदा करते हैं; अभिप्रेरणा अधिगम का कारक हो सकती है, विकास की मूल परिभाषा में परिपक्वता+अनुभव हैं, प्रेरणा नहीं।",मिश्रित मॉक | विषय 1 - बाल विकास की अवस्थाएँ | Previous Year - CG TET 2022 Paper 1
"शिक्षक को संदेह हो कि बच्चे में अधिगम अक्षमता है, तो सबसे उचित कदम है",अंक काटकर समस्या समाप्त मान लेना,अवलोकन दर्ज कर विशेषज्ञ/नैदानिक आकलन व अभिभावक सहयोग लेना,उसे हमेशा अंतिम बेंच पर दंडित बैठाना,सार्वजनिक रूप से ‘मंद’ घोषित कर देना,B,Screen → diagnostic (2022 PYQ) → IEP। सार्वजनिक लेबल कलंक। दंड बेंच ADHD/LD बढ़ाता है। अंक काटना निदान नहीं। संवेदनशीलता+प्रक्रिया TET का अपेक्षित उत्तर है।,मिश्रित मॉक | विषय 4 - CWSN व समावेशी शिक्षा | Expected - CG TET | CDP - CWSN व समावेशी शिक्षा - पहचान प्रक्रिया
"“वंशानुक्रम सीमाएँ निर्धारित करता है, वातावरण उस सीमा तक पहुँचने में सहायक होता है।” इस कथन का शैक्षिक अर्थ है",केवल दंड से सीमाएँ बढ़ जाती हैं,वातावरण व्यर्थ है यदि जीन अच्छे हों,प्रत्येक बच्चे की क्षमता का अधिकतम विकास उपयुक्त वातावरण से संभव है,शिक्षक कुछ नहीं कर सकता क्योंकि सब कुछ जन्म से तय है,C,"जीन संभावना (range) देते हैं; पोषण, शिक्षण, स्वास्थ्य उस संभावना को साकार करते हैं। अतः शिक्षक वातावरण सुधारकर उपलब्धि बढ़ा सकता है, जन्म को बदल नहीं सकता। ‘सब जन्म से तय’ भाग्यवाद है। अच्छे जीन के बावजूद कुपोषण/उपेक्षा क्षमता दबाती है। दंड सीमा नहीं बढ़ाता।",मिश्रित मॉक | विषय 2 - विकास के आयाम व कारक | Expected - CG TET | CDP - विकास के आयाम व कारक - सीमा और वातावरण
अभिवृद्धि का संबंध बालक के व्यक्तित्व के किस पहलू से है ?,मानसिक,शारीरिक,चारित्रिक,भावात्मक,B,"सही उत्तर (B) है क्योंकि अभिवृद्धि (Growth) मुख्यतः शरीर के आकार, ऊँचाई, वजन और अंगों में होने वाला मापनीय/परिमाणात्मक परिवर्तन है। CG TET में वृद्धि को विकास का केवल शारीरिक पक्ष माना जाता है। (A) गलत है क्योंकि मानसिक परिवर्तन बुद्धि, चिंतन व स्मृति से जुड़े विकास के आयाम हैं, मात्र वृद्धि नहीं। (C) चारित्रिक परिवर्तन मूल्य व आचरण से संबंधित गुणात्मक विकास है। (D) भावात्मक पक्ष संवेगों के नियंत्रण से जुड़ा विकास है, ऊँचाई-वजन जैसी मापनीय वृद्धि नहीं।",मिश्रित मॉक | विषय 1 - बाल विकास की अवस्थाएँ | Previous Year - CG TET 2017 Paper 1
समीपस्थ विकास का क्षेत्र (ZPD) है,"वह अंतर जिसे बच्चा अकेले नहीं, सहायता से कर सकता है",वह कार्य जो विशेषज्ञ भी नहीं कर सकता,वह कार्य जो बच्चा बिना किसी मदद के पहले से पूर्ण कर चुका है,केवल दंड से सीखा गया व्यवहार,A,"ZPD: स्वतंत्र स्तर और संभावित स्तर के बीच। पहले से पूर्ण कार्य ZPD नीचे। असंभव कार्य ऊपर। दंड स्किनर। शिक्षण ZPD में स्केफोल्डिंग से होता है, बहुत सरल/बहुत कठिन सामग्री से नहीं।",मिश्रित मॉक | विषय 3 - अधिगम व संज्ञानात्मक सिद्धांत | Expected - CG TET | CDP - अधिगम व संज्ञानात्मक विकास - ZPD
प्रकृति एवं पोषण संकेत करते हैं:,आंतरिक एवं बाह्य वातावरण,स्वभाव एवं चरित्र,बाह्य लक्षण एवं स्वभाव,वंशक्रम एवं वातावरण,D,"सही उत्तर (D) है। Nature = वंशक्रम/जीन; Nurture = वातावरण/पालन-पोषण। यही CG TET की शब्दावली है। (A) दोनों को वातावरण बना देता है, वंश का स्थान नहीं देता; आंतरिक वातावरण (गर्भाशय) पोषण का भाग हो सकता है, पर ‘प्रकृति’ जीन है। (B) स्वभाव-चरित्र परिणाम हैं, कारण-युग्म नहीं। (C) लक्षण व स्वभाव वंश-वातावरण के उत्पाद हो सकते हैं, पर्याय नहीं।",मिश्रित मॉक | विषय 2 - विकास के आयाम व कारक | Previous Year - CG TET 2019 Paper 1
आत्मसातन व समंजन में मुख्य अंतर है कि :,"आत्मसातन वर्तमान ढांचे का उपयोग है, जबकि समंजन नये ढांचे का सृजन है।","समंजन वर्तमान ढांचे का उपयोग है, जबकि आत्मसातन नये ढांचे का सृजन है।",आत्मसातन समंजन के बिना नहीं हो सकता।,समंजन आत्मसातन की तुलना में जल्दी प्राप्त होता है।,A,"सही उत्तर (A) है। Assimilation = पुरानी स्कीमा में नई चीज़ फिट; Accommodation = स्कीमा बदलना/नई बनाना। (B) दोनों पद उल्टे हैं। (C) दोनों स्वतंत्र प्रक्रियाएँ हैं, संतुलन दोनों से आता है; एक के बिना दूसरा ‘असंभव’ नहीं। (D) गति की तुलना मानक सिद्धांत नहीं। शिक्षण: बच्चे को अनुभव दो ताकि स्कीमा विस्तारित हों।",मिश्रित मॉक | विषय 3 - अधिगम व संज्ञानात्मक सिद्धांत | Previous Year - CG TET 2017 Paper 1
सकारात्मक पुनर्बलन का अर्थ है,अनुक्रिया के बाद सुखद उद्दीपन देकर व्यवहार की दर बढ़ाना,व्यवहार के बाद दुखद उद्दीपन देकर दर घटाना,केवल निजी वाणी रोकना,केवल पियाजे स्कीमा बदलना,A,"Skinner +: तारीफ/अंक → व्यवहार बढ़े। दुखद देकर घटाना दंड है। स्कीमा/वाणी अलग सिद्धांत। नकारात्मक पुनर्बलन = दुखद हटाना, दंड नहीं—TET का जाल।",मिश्रित मॉक | विषय 3 - अधिगम व संज्ञानात्मक सिद्धांत | Expected - CG TET | CDP - अधिगम व संज्ञानात्मक विकास - सकारात्मक पुनर्बलन
एक बच्चा 'saw' एवं 'was' तथा 'nuclear' एवं 'unclear' में विभेद नहीं कर पाता है। वह निम्न में से पीड़ित है:,डिस्लेक्सिया,शब्द उछलने का विकार,डिस्लेक्सेमिया,डिस्मारफेमिया,A,"सही उत्तर (A) है। अक्षर/शब्द क्रम उलटना, समान दिखने वाले शब्दों में भ्रम पठन-अक्षमता (Dyslexia) का क्लासिक संकेत है। (B) अनौपचारिक वर्णन है, नैदानिक पद नहीं। (C)(D) भ्रामक गढ़े शब्द हैं। बुद्धि सामान्य हो सकती है; शिक्षक को आलस्य न समझें, बहु-इंद्रिय पठन व अतिरिक्त समय दें।",मिश्रित मॉक | विषय 4 - CWSN व समावेशी शिक्षा | Previous Year - CG TET 2019 Paper 1
सक्रिय अनुबन्धन सिद्धान्त को कहते हैं :,उद्दीपन – अनुक्रिया (S – R),अनुक्रिया – उद्दीपन (R – S),(A) तथा (B) दोनों उत्तर,उद्दीपन – अनुक्रिया – पुनर्बलन (S1-R-S2),B,"सही उत्तर (B) है। स्किनर के ऑपरेंट/सक्रिय अनुबंधन में जीव पहले अनुक्रिया करता है, फिर परिणाम (पुनर्बलन/दंड) उद्दीपन बनता है—R-S। (A) S-R शास्त्रीय/थॉर्नडाइक कनेक्शनवाद की भाषा है। (C) दोनों को एक नहीं माना जाता। (D) मिश्रित सूत्र स्किनर का मानक नाम नहीं। CG TET में Pavlov=S-R क्लासिकल, Skinner=R-S ऑपरेंट।",मिश्रित मॉक | विषय 3 - अधिगम व संज्ञानात्मक सिद्धांत | Previous Year - CG TET 2017 Paper 1
